Trip_Year,Trip_Month,Trip_Day,gender,usertype,trip_count,avg_trip_length (min)
2019,4,27,1,Customer,4362,33.0
2019,4,27,1,Subscriber,30972,14.0
2019,4,27,2,Customer,2538,35.0
2019,4,27,2,Subscriber,11616,15.0
2019,4,28,1,Customer,2300,25.0
2019,4,28,1,Subscriber,25548,12.0
2019,4,28,2,Customer,1113,33.0
2019,4,28,2,Subscriber,8803,13.0
2019,4,29,1,Customer,1981,22.0
2019,4,29,1,Subscriber,41277,12.0
2019,4,29,2,Customer,1165,34.0
2019,4,29,2,Subscriber,12775,14.0
2019,4,30,1,Customer,1913,27.0
2019,4,30,1,Subscriber,43250,12.0
2019,4,30,2,Customer,904,34.0
2019,4,30,2,Subscriber,13550,13.0
2020,2,1,1,Customer,1694,47.0
2020,2,1,1,Subscriber,22829,11.0
2020,2,1,2,Customer,758,32.0
2020,2,1,2,Subscriber,7996,12.0
2020,2,2,1,Customer,1337,23.0
2020,2,2,1,Subscriber,18316,12.0
2020,2,2,2,Customer,556,29.0
2020,2,2,2,Subscriber,6476,12.0
2020,2,3,1,Customer,1531,30.0
2020,2,3,1,Subscriber,37046,12.0
2020,2,3,2,Customer,729,103.0
2020,2,3,2,Subscriber,11794,13.0
2020,2,4,1,Customer,1406,20.0
2020,2,4,1,Subscriber,37020,11.0
2020,2,4,2,Customer,506,33.0
2020,2,4,2,Subscriber,11404,13.0
2020,2,5,1,Customer,1205,21.0
2020,2,5,1,Subscriber,36446,10.0
2020,2,5,2,Customer,364,22.0
2020,2,5,2,Subscriber,10774,12.0
2020,2,6,1,Customer,672,19.0
2020,2,6,1,Subscriber,23663,11.0
2020,2,6,2,Customer,176,17.0
2020,2,6,2,Subscriber,6676,11.0
2020,2,7,1,Customer,903,28.0
2020,2,7,1,Subscriber,24097,11.0
2020,2,7,2,Customer,192,28.0
2020,2,7,2,Subscriber,6294,11.0
2020,2,8,1,Customer,1638,25.0
2020,2,8,1,Subscriber,21119,12.0
2020,2,8,2,Customer,647,32.0
2020,2,8,2,Subscriber,7181,12.0
2020,2,9,1,Customer,1598,41.0
2020,2,9,1,Subscriber,20574,11.0
2020,2,9,2,Customer,767,37.0
2020,2,9,2,Subscriber,7362,12.0
2020,2,10,1,Customer,549,22.0
2020,2,10,1,Subscriber,19570,11.0
2020,2,10,2,Customer,178,34.0
2020,2,10,2,Subscriber,5511,11.0
2020,2,11,1,Customer,798,18.0
2020,2,11,1,Subscriber,27466,11.0
2020,2,11,2,Customer,212,24.0
2020,2,11,2,Subscriber,7979,12.0
2020,2,12,1,Customer,1091,18.0
2020,2,12,1,Subscriber,35427,11.0
2020,2,12,2,Customer,390,23.0
2020,2,12,2,Subscriber,10553,12.0
2020,2,13,1,Customer,746,18.0
2020,2,13,1,Subscriber,27620,11.0
2020,2,13,2,Customer,201,16.0
2020,2,13,2,Subscriber,7707,12.0
2020,2,14,1,Customer,836,18.0
2020,2,14,1,Subscriber,27101,11.0
2020,2,14,2,Customer,278,28.0
2020,2,14,2,Subscriber,7425,11.0
2020,2,15,1,Customer,1019,24.0
2020,2,15,1,Subscriber,14282,12.0
2020,2,15,2,Customer,385,24.0
2020,2,15,2,Subscriber,4702,11.0
2020,2,16,1,Customer,1525,24.0
2020,2,16,1,Subscriber,17264,11.0
2020,2,16,2,Customer,745,28.0
2020,2,16,2,Subscriber,5683,12.0
2020,2,17,1,Customer,2227,23.0
2020,2,17,1,Subscriber,25694,13.0
2020,2,17,2,Customer,1171,31.0
2020,2,17,2,Subscriber,8732,13.0
2020,2,18,1,Customer,1015,18.0
2020,2,18,1,Subscriber,31941,11.0
2020,2,18,2,Customer,390,26.0
2020,2,18,2,Subscriber,9054,12.0
2020,2,19,1,Customer,1256,60.0
2020,2,19,1,Subscriber,35231,11.0
2020,2,19,2,Customer,501,28.0
2020,2,19,2,Subscriber,10193,12.0
2020,2,20,1,Customer,1050,33.0
2020,2,20,1,Subscriber,31004,11.0
2020,2,20,2,Customer,316,38.0
2020,2,20,2,Subscriber,8763,12.0
2020,2,21,1,Customer,1079,19.0
2020,2,21,1,Subscriber,27927,10.0
2020,2,21,2,Customer,306,21.0
2020,2,21,2,Subscriber,7701,12.0
2020,2,22,1,Customer,2438,30.0
2020,2,22,1,Subscriber,24151,12.0
2020,2,22,2,Customer,1164,28.0
2020,2,22,2,Subscriber,8190,14.0
2020,2,23,1,Customer,3191,27.0
2020,2,23,1,Subscriber,26490,13.0
2020,2,23,2,Customer,2113,29.0
2020,2,23,2,Subscriber,9812,15.0
2020,2,24,1,Customer,1845,22.0
2020,2,24,1,Subscriber,38830,12.0
2020,2,24,2,Customer,776,29.0
2020,2,24,2,Subscriber,11869,14.0
2020,2,25,1,Customer,900,28.0
2020,2,25,1,Subscriber,28641,12.0
2020,2,25,2,Customer,249,22.0
2020,2,25,2,Subscriber,8391,14.0
2020,2,26,1,Customer,1036,28.0
2020,2,26,1,Subscriber,32948,12.0
2020,2,26,2,Customer,327,30.0
2020,2,26,2,Subscriber,9304,15.0
2020,2,27,1,Customer,901,19.0
2020,2,27,1,Subscriber,31849,11.0
2020,2,27,2,Customer,294,32.0
2020,2,27,2,Subscriber,8779,12.0
2020,2,28,1,Customer,1193,18.0
2020,2,28,1,Subscriber,31297,11.0
2020,2,28,2,Customer,400,24.0
2020,2,28,2,Subscriber,8647,12.0
2020,2,29,1,Customer,1315,22.0
2020,2,29,1,Subscriber,19239,10.0
2020,2,29,2,Customer,478,31.0
2020,2,29,2,Subscriber,6556,11.0
2020,3,1,1,Customer,1611,25.0
2020,3,1,1,Subscriber,20324,12.0
2020,3,1,2,Customer,798,37.0
2020,3,1,2,Subscriber,6915,12.0
2020,3,2,1,Customer,1931,30.0
2020,3,2,1,Subscriber,39349,13.0
2020,3,2,2,Customer,860,33.0
2020,3,2,2,Subscriber,12045,14.0
2020,3,3,1,Customer,1347,23.0
2020,3,3,1,Subscriber,35492,12.0
2020,3,3,2,Customer,517,68.0
2020,3,3,2,Subscriber,10478,13.0
2020,3,4,1,Customer,1852,22.0
2020,3,4,1,Subscriber,40757,12.0
2020,3,4,2,Customer,805,28.0
2020,3,4,2,Subscriber,12483,13.0
2020,3,5,1,Customer,1907,45.0
2020,3,5,1,Subscriber,40481,12.0
2020,3,5,2,Customer,740,27.0
2020,3,5,2,Subscriber,12572,13.0
2020,3,6,1,Customer,1003,21.0
2020,3,6,1,Subscriber,24311,11.0
2020,3,6,2,Customer,293,22.0
2020,3,6,2,Subscriber,7042,13.0
2020,3,7,1,Customer,2438,36.0
2020,3,7,1,Subscriber,23613,13.0
2020,3,7,2,Customer,1160,31.0
2020,3,7,2,Subscriber,8698,13.0
2020,3,8,1,Customer,3495,28.0
2020,3,8,1,Subscriber,25760,13.0
2020,3,8,2,Customer,2466,35.0
2020,3,8,2,Subscriber,10095,15.0
2020,3,9,1,Customer,3602,29.0
2020,3,9,1,Subscriber,43036,16.0
2020,3,9,2,Customer,2204,57.0
2020,3,9,2,Subscriber,14811,18.0
2020,3,10,1,Customer,2717,25.0
2020,3,10,1,Subscriber,42306,13.0
2020,3,10,2,Customer,1344,31.0
2020,3,10,2,Subscriber,14349,15.0
2020,3,11,1,Customer,2774,30.0
2020,3,11,1,Subscriber,40505,13.0
2020,3,11,2,Customer,1322,25.0
2020,3,11,2,Subscriber,13823,15.0
