Trip_Year,Trip_Month,Trip_Day,gender,usertype,trip_count,avg_trip_length (min)
2019,3,1,1,Customer,492,26.63431571815718
2019,3,1,1,Subscriber,22929,12.034960094203846
2019,3,1,2,Customer,138,30.889855072463767
2019,3,1,2,Subscriber,5730,14.497030250145434
2019,3,2,1,Customer,496,26.46337365591398
2019,3,2,1,Subscriber,12879,12.646282061236638
2019,3,2,2,Customer,151,78.12306843267108
2019,3,2,2,Subscriber,3642,11.76803496247483
2019,3,3,1,Customer,605,30.632947658402205
2019,3,3,1,Subscriber,15613,11.851955635261215
2019,3,3,2,Customer,321,45.32019730010384
2019,3,3,2,Subscriber,5332,13.096955488872219
2019,3,4,1,Customer,401,31.08433083956775
2019,3,4,1,Subscriber,21322,10.605006565988182
2019,3,4,2,Customer,153,65.1359477124183
2019,3,4,2,Subscriber,5429,19.27380733100018
2019,3,5,1,Customer,486,41.412448559670786
2019,3,5,1,Subscriber,27863,10.398795296031775
2019,3,5,2,Customer,182,52.06126373626374
2019,3,5,2,Subscriber,7430,11.460006729475102
2019,3,6,1,Customer,345,16.42855072463768
2019,3,6,1,Subscriber,25441,10.304777721001532
2019,3,6,2,Customer,112,32.8125
2019,3,6,2,Subscriber,6499,12.821849515310047
2019,3,7,1,Customer,421,17.732383214568486
2019,3,7,1,Subscriber,27329,11.024697208093965
2019,3,7,2,Customer,133,17.9406015037594
2019,3,7,2,Subscriber,7065,11.101549893842888
2019,3,8,1,Customer,692,21.185308285163778
2019,3,8,1,Subscriber,30256,10.798762779834304
2019,3,8,2,Customer,222,25.775825825825827
2019,3,8,2,Subscriber,7882,12.65931658631481
2019,3,9,1,Customer,1784,29.226718983557546
2019,3,9,1,Subscriber,24695,13.871025848687317
2019,3,9,2,Customer,902,29.48349963045085
2019,3,9,2,Subscriber,8483,13.768155919682503
2019,3,10,1,Customer,506,21.482509881422924
2019,3,10,1,Subscriber,13534,11.520915225850944
2019,3,10,2,Customer,169,45.49132149901381
2019,3,10,2,Subscriber,3923,13.337046478035518
2019,3,11,1,Customer,1149,67.07139541630403
2019,3,11,1,Subscriber,37595,11.580418938688656
2019,3,11,2,Customer,613,32.071669385535614
2019,3,11,2,Subscriber,10710,15.039444444444445
2019,3,12,1,Customer,752,56.31245567375887
2019,3,12,1,Subscriber,34878,11.248624252155132
2019,3,12,2,Customer,330,31.764393939393937
2019,3,12,2,Subscriber,9636,12.143686868686869
2019,3,13,1,Customer,884,21.781033182503773
2019,3,13,1,Subscriber,36672,11.184145487929028
2019,3,13,2,Customer,300,39.291333333333334
2019,3,13,2,Subscriber,10344,11.95738431296726
2019,3,14,1,Customer,1268,23.953088853838064
2019,3,14,1,Subscriber,41469,11.581490189458794
