Trip_Year,Trip_Month,Trip_Day,gender,usertype,trip_count,avg_trip_length (min)
2020,4,21,1,Customer,1094,27.87795551492992
2020,4,21,1,Subscriber,9984,16.770658052884617
2020,4,21,2,Customer,582,50.53006872852234
2020,4,21,2,Subscriber,4009,22.380689282447825
2020,4,22,1,Customer,1711,32.63100526008182
2020,4,22,1,Subscriber,13152,17.257247313463097
2020,4,22,2,Customer,1129,45.17416592855034
2020,4,22,2,Subscriber,5577,18.444444444444446
2020,4,23,1,Customer,1410,25.56098108747045
2020,4,23,1,Subscriber,10962,15.765777230432404
2020,4,23,2,Customer,708,61.53465160075329
2020,4,23,2,Subscriber,4443,19.503706204516465
2020,4,24,1,Customer,816,23.80457516339869
2020,4,24,1,Subscriber,7906,15.983824521460495
2020,4,24,2,Customer,380,76.19175438596491
2020,4,24,2,Subscriber,2709,18.05176571920758
2020,4,25,1,Customer,7032,38.030045980280626
2020,4,25,1,Subscriber,23833,23.723025496860096
2020,4,25,2,Customer,6053,37.84067955283881
2020,4,25,2,Subscriber,12162,29.955576111385188
2020,4,26,1,Customer,746,32.684294012511174
2020,4,26,1,Subscriber,5428,19.269417833456153
2020,4,26,2,Customer,341,34.592961876832845
2020,4,26,2,Subscriber,2160,16.080038580246914
2020,4,27,1,Customer,1125,30.965881481481482
2020,4,27,1,Subscriber,10655,16.268265290161114
2020,4,27,2,Customer,584,28.686872146118723
2020,4,27,2,Subscriber,4079,17.892612568439976
2020,4,28,1,Customer,3488,35.810889717125384
2020,4,28,1,Subscriber,19274,18.72972398049185
2020,4,28,2,Customer,2786,39.51786910744197
2020,4,28,2,Subscriber,9144,21.462483595800524
2020,4,29,1,Customer,1497,29.106936094411044
2020,4,29,1,Subscriber,12414,16.339868965146877
2020,4,29,2,Customer,817,31.647654018767852
2020,4,29,2,Subscriber,5261,18.27202052841665
2020,4,30,1,Customer,892,23.756875934230195
2020,4,30,1,Subscriber,8923,14.818347715641227
2020,4,30,2,Customer,454,35.56655653450808
2020,4,30,2,Subscriber,3246,19.513873485315262
