Trip_Year,Trip_Month,end station name,end station latitude,end station longitude,trip_count
2020,4,1 Ave & E 110 St,40.7923272,-73.9383,4415
2020,4,1 Ave & E 16 St,40.73221853,-73.98165557,4415
2020,4,1 Ave & E 18 St,40.73381219196632,-73.9805442094803,4415
2020,4,1 Ave & E 30 St,40.74144387,-73.97536082,4415
2020,4,1 Ave & E 44 St,40.75001986,-73.96905301,4415
2020,4,1 Ave & E 5 St,40.725864,-73.986389,4415
2020,4,1 Ave & E 62 St,40.761227399999996,-73.96094022,4415
2020,4,1 Ave & E 68 St,40.76500525,-73.95818491,4415
2020,4,1 Ave & E 78 St,40.77,-73.953,4415
2020,4,1 Ave & E 78 St,40.77140426,-73.9535166,4415
2020,4,1 Ave & E 94 St,40.78172120000001,-73.94594000000001,4415
2020,4,1 Pl & Clinton St,40.6809591,-73.99905709,4415
2020,4,10 Ave & W 28 St,40.75066386,-74.00176802,4415
2020,4,10 St & 2 Ave,40.671907,-73.993612,4415
2020,4,10 St & 5 Ave,40.6686273,-73.98700053,4415
2020,4,10 St & 7 Ave,40.666207799999995,-73.98199886,4415
2020,4,11 Ave & W 27 St,40.751396,-74.00522600000001,4415
2020,4,11 Ave & W 41 St,40.76030096,-73.99884222,4415
2020,4,11 Ave & W 59 St,40.771496710544405,-73.99046033620834,4415
2020,4,11 St & 35 Ave,40.76274420000001,-73.9391141,4415
2020,4,11 St & 43 Ave,40.7519071,-73.94791190000001,4415
2020,4,12 Ave & W 125 St,40.818298999999996,-73.96040500000001,4415
2020,4,12 Ave & W 40 St,40.76087502,-74.00277668,4415
2020,4,12 St & 4 Ave,40.668603000000004,-73.99043940000001,4415
2020,4,14 St & 5 Ave,40.666287,-73.98895053,4415
2020,4,14 St & 7 Ave,40.663779,-73.98396846,4415
2020,4,19 St & 24 Ave,40.777455200000006,-73.9225403,4415
2020,4,2 Ave & 36 St,40.65708866668485,-74.00870203971863,4415
2020,4,2 Ave & E 104 St,40.789210499999996,-73.94370784,4415
2020,4,2 Ave & E 122 St,40.8006721,-73.9349,4415
2020,4,2 Ave & E 31 St,40.74290902,-73.97706058,4415
2020,4,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,4415
2020,4,2 Ave & E 96 St,40.7839636,-73.94716729999999,4415
2020,4,2 Ave & E 99 St,40.786258600000004,-73.94552579,4415
2020,4,21 St & 31 Dr,40.7659,-73.930819,4415
2020,4,21 St & 36 Ave,40.760185299999996,-73.9362726,4415
2020,4,21 St & 38 Ave,40.7576314,-73.9391224,4415
2020,4,21 St & 43 Ave,40.75052534,-73.94594845,4415
2020,4,21 St & Hoyt Ave S,40.774645,-73.92370600000001,4415
2020,4,21 St & Queens Plaza North,40.75325964,-73.94335788,4415
2020,4,23 Ave & 27 St,40.776165,-73.9153175,4415
2020,4,24 Ave & 26 St,40.774591,-73.918544,4415
2020,4,24 Ave & 29 St,40.7729,-73.91614200000001,4415
2020,4,24 St & 41 Ave,40.752474,-73.939991,4415
2020,4,27 Ave & 3 St,40.77485,-73.9342,4415
2020,4,27 Ave & 9 St,40.7739825,-73.93091340000001,4415
2020,4,27 St & Hunter St,40.7485,-73.941275,4415
2020,4,28 Ave & 35 St,40.7671,-73.9169858,4415
2020,4,28 Ave & 44 St,40.76408932350689,-73.9106512069702,4415
2020,4,28 St & 36 Ave,40.757186,-73.93271899999999,4415
2020,4,28 St & 41 Ave,40.751047,-73.93796999999999,4415
2020,4,3 Ave & 14 St,40.6685455,-73.99333264,4415
2020,4,3 Ave & Carroll St,40.677027,-73.9865,4415
2020,4,3 Ave & E 100 St,40.787721399999995,-73.94728331,4415
2020,4,3 Ave & E 112 St,40.795508,-73.94160600000001,4415
2020,4,3 Ave & E 62 St,40.76312584,-73.96526895,4415
2020,4,3 Ave & E 71 St,40.76873687,-73.96119945,4415
2020,4,3 Ave & E 72 St,40.7699426,-73.96060712,4415
2020,4,3 Ave & Schermerhorn St,40.68683208,-73.9796772,4415
2020,4,3 St & 3 Ave,40.675070500000004,-73.98775226,4415
2020,4,3 St & 7 Ave,40.67038370000001,-73.97839676,4415
2020,4,3 St & Hoyt St,40.6777287,-73.99364123,4415
2020,4,3 St & Prospect Park West,40.668132,-73.97363831,4415
2020,4,30 Ave & 21 St,40.77037429999999,-73.9286078,4415
2020,4,31 Ave & 14 St,40.7682,-73.9322662,4415
2020,4,31 Ave & 30 St,40.7647,-73.9240312,4415
2020,4,31 Ave & 34 St,40.763154,-73.920827,4415
2020,4,31 Ave & Crescent St,40.765834600000005,-73.9265474,4415
2020,4,31 Ave & Steinway St,40.761148799999994,-73.9170071,4415
2020,4,31 St & 23 Ave,40.7747878,-73.91255509999999,4415
2020,4,31 St & Astoria Blvd,40.76991760000001,-73.91840570000001,4415
2020,4,31 St & Broadway,40.761584,-73.925921,4415
2020,4,31 St & Hoyt Ave N,40.771152799999996,-73.9170074,4415
2020,4,31 St & Newtown Ave,40.7675487799971,-73.92093345522879,4415
2020,4,31 St & Northern Blvd,40.75186951421875,-73.93349289894103,4415
2020,4,31 St & Thomson Ave,40.74469738,-73.93540375,4415
2020,4,34 Ave & 13 St,40.763875299999995,-73.9364848,4415
2020,4,34 Ave & 21 St,40.762813799999996,-73.9342862,4415
2020,4,34 Ave & 38 St,40.756913,-73.921631,4415
2020,4,34 St & 35 Ave,40.756933200000006,-73.92622309999999,4415
2020,4,35 Ave & 10 St,40.763154819103725,-73.93985509872438,4415
2020,4,35 Ave & 37 St,40.7557327,-73.92366109999999,4415
2020,4,35 St & 34 Ave,40.7580583,-73.92427509999999,4415
2020,4,35 St & Broadway,40.760339,-73.9222427,4415
2020,4,36 Ave & 10 St,40.7614376,-73.9411265,4415
2020,4,36 Ave & 31 St,40.75651272984955,-73.92957486212252,4415
2020,4,37 Ave & 35 St,40.7531106,-73.9279917,4415
2020,4,37 St & 24 Ave,40.7701477,-73.9120938,4415
2020,4,38 Ave & 29 St,40.75473,-73.93366999999999,4415
2020,4,39 St & 2 Ave,40.65539977447831,-74.0106278657913,4415
2020,4,4 Ave & 9 St,40.6705135,-73.98876585,4415
2020,4,4 Ave & E 12 St,40.732647,-73.99011,4415
2020,4,40 Ave & 9 St,40.75742,-73.945133,4415
2020,4,40 Ave & Crescent St,40.7535992020056,-73.9379560947418,4415
2020,4,43 St & Broadway,40.7577284,-73.9166368,4415
2020,4,44 Dr & 21 St,40.748000000000005,-73.94609270000001,4415
2020,4,44 Dr & Jackson Ave,40.74718234,-73.9432635,4415
2020,4,45 Rd & 11 St,40.74708586,-73.94977234,4415
2020,4,46 Ave & 5 St,40.74731,-73.95451,4415
2020,4,47 Ave & 31 St,40.743,-73.93561,4415
2020,4,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297,4415
2020,4,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,4415
2020,4,48 Ave & 5 St,40.74436328706688,-73.95587325096129,4415
2020,4,49 Ave & 21 St,40.74252,-73.948852,4415
2020,4,5 Ave & 3 St,40.672815500000006,-73.98352355,4415
2020,4,5 Ave & E 103 St,40.792255299999994,-73.95249933,4415
2020,4,5 Ave & E 126 St,40.806979999999996,-73.94174699999999,4415
2020,4,5 Ave & E 29 St,40.7451677,-73.98683077,4415
2020,4,5 Ave & E 63 St,40.766368,-73.971518,4415
2020,4,5 Ave & E 63 St,40.766999999999996,-73.971,4415
2020,4,5 Ave & E 73 St,40.77282817,-73.96685276,4415
2020,4,5 Ave & E 73 St,40.773,-73.968,4415
2020,4,5 Ave & E 78 St,40.775999999999996,-73.965,4415
2020,4,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,4415
2020,4,5 Ave & E 88 St,40.782,-73.959,4415
2020,4,5 Ave & E 88 St,40.78307,-73.95939,4415
2020,4,5 Ave & E 93 St,40.785785100000005,-73.957481,4415
2020,4,5 St & 51 Ave,40.7423737,-73.9566,4415
2020,4,5 St & 6 Ave,40.670483600000004,-73.98208968,4415
2020,4,6 Ave & 12 St,40.666318100000005,-73.9854617,4415
2020,4,6 Ave & 9 St,40.668127,-73.98377641,4415
2020,4,6 Ave & Broome St,40.72430832160217,-74.00473035871983,4415
2020,4,6 Ave & Canal St,40.72243797,-74.00566443,4415
